"GRAD_DEBT_MDN_SUPP","TUITFTE","CONTROL","TUITIONFEE_IN","TUITIONFEE_OUT","AVGFACSAL","INEXPFTE","INSTNM","OPEID","CCSIZSET","CCUGPROF","ADM_RATE","RELAFFIL","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","NPT4_PUB","NPT4_PRIV","NPT4_PROG","NPT4_OTHER","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","NPT41_PROG","NPT42_PROG","NPT43_PROG","NPT44_PROG","NPT45_PROG","NPT41_OTHER","NPT42_OTHER","NPT43_OTHER","NPT44_OTHER","NPT45_OTHER","NPT4_048_PUB","NPT4_048_PRIV","NPT4_048_PROG","NPT4_048_OTHER","NPT4_3075_PUB","NPT4_3075_PRIV","NPT4_75UP_PUB","NPT4_75UP_PRIV","NPT4_3075_PROG","NPT4_3075_OTHER","NPT4_75UP_PROG","NPT4_75UP_OTHER","PAR_ED_PCT_1STGEN","PAR_ED_PCT_MS","PAR_ED_PCT_HS","PAR_ED_PCT_PS","INC_PCT_LO"
"26000",8133,1,7276,13612,5996,5260,"Troy University",104700,16,5,0.6821,NA,0.7389,NA,0.423,NA,11168,NA,NA,NA,11192,10364,10193,12767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11160,NA,NA,NA,10315,NA,12767,NA,NA,NA,NA,NA,"0.453292022","0.035631294","0.417660728","0.546707978","PrivacySuppressed"
"33250",14071,2,18900,18900,6679,13235,"Tuskegee University",105000,11,9,0.3511,NA,0.7242,NA,1,NA,NA,28909,NA,NA,NA,NA,NA,NA,NA,27806,27351,30769,29401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27654,NA,NA,NA,29551,NA,29401,NA,NA,NA,NA,"0.26391231","0.006745363","0.257166948","0.73608769","0.49348659"
"30095.5",13741,2,NA,NA,5755,3428,"United States Sports Academy",2170600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.458823529","0.023529412","0.435294118","0.541176471","0.614583333"
NA,1857,1,4230,7560,6153,6162,"Bevill State Community College",573300,3,2,NA,NA,NA,0.581,NA,0.3603,8303,NA,NA,NA,7954,8752,10181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8138,NA,NA,NA,9145,NA,NA,NA,NA,NA,NA,NA,"0.588928755","0.081496668","0.507432086","0.411071246","0.784642542"
"20675",5732,1,5147,15206,8471,9844,"University of Alaska Anchorage",1146200,12,5,NA,NA,0.7062,NA,0.5439,NA,8160,NA,NA,NA,6204,7014,9195,11295,11713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6463,NA,NA,NA,8046,NA,11535,NA,NA,NA,NA,NA,"0.430648236","0.028360343","0.402287893","0.569351764","0.499203822"
"PrivacySuppressed",5777,2,9200,9200,2500,14539,"Alaska Bible College",884300,NA,NA,NA,88,0.6,NA,NA,NA,NA,9592,NA,NA,NA,NA,NA,NA,NA,9592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"20000",6510,1,4984,15560,8842,16400,"University of Alaska Fairbanks",106300,13,6,NA,NA,0.7687,NA,0.4074,NA,9372,NA,NA,NA,7916,7059,9646,11720,12529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7662,NA,NA,NA,8380,NA,12147,NA,NA,NA,NA,NA,"0.425887265","0.025574113","0.400313152","0.574112735","0.503147482"
"19437.5",6158,1,5693,16269,8027,11626,"University of Alaska Southeast",106500,9,5,NA,NA,0.7158,NA,0.5714,NA,9462,NA,NA,NA,8443,7994,11898,13268,10957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8293,NA,NA,NA,9243,NA,11968,NA,NA,NA,NA,NA,"0.380073801","0.014760148","0.365313653","0.619926199","0.536741214"
"25125",13615,2,29810,29810,5137,10753,"Alaska Pacific University",106100,7,5,0.3745,71,0.6667,NA,1,NA,NA,30891,NA,NA,NA,NA,NA,NA,NA,29014,28525,29899,33475,33275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28953,NA,NA,NA,29441,NA,33389,NA,NA,NA,NA,"0.353383459","0.045112782","0.308270677","0.646616541","0.405405405"
"5583",5501,1,NA,NA,6256,21543,"AVTEC-Alaska's Institute of Technology",3160300,NA,NA,0.4888,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.47311828","0.021505376","0.451612903","0.52688172","0.618604651"
"13000",20340,3,19882,19882,3949,6073,"Charter College-Anchorage",2576900,6,6,NA,NA,0.4333,NA,NA,NA,NA,17691,NA,NA,NA,NA,NA,NA,NA,17717,16875,19083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17687,NA,NA,NA,17059,NA,NA,NA,NA,NA,NA,"0.560170394","0.108892439","0.451277955","0.439829606","0.71029468"
"20675",3126,1,4448,4448,7202,9474,"Prince William Sound Community College",1146205,1,1,NA,NA,NA,0.4,NA,0,8775,NA,NA,NA,6343,11184,12434,NA,12434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7311,NA,NA,NA,11809,NA,12434,NA,NA,NA,NA,NA,"0.430648236","0.028360343","0.402287893","0.569351764","0.499203822"
"9500",6193,3,NA,NA,3359,1894,"Alaska Career College",2541000,NA,NA,NA,NA,NA,0.8227,NA,NA,NA,14170,NA,NA,NA,NA,NA,NA,NA,14009,15521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14170,NA,NA,NA,15521,NA,NA,NA,NA,NA,NA,"0.50965251","0.042471043","0.467181467","0.49034749","PrivacySuppressed"
"9500",13190,3,12960,12960,7411,8489,"Everest College-Phoenix",2295000,12,9,NA,NA,NA,NA,1,NA,NA,20126,NA,NA,NA,NA,NA,NA,NA,20002,19795,23922,25089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19988,NA,NA,NA,20921,NA,25089,NA,NA,NA,NA,"0.601988072","0.086083499","0.515904573","0.398011928","PrivacySuppressed"
"42103",19717,3,NA,NA,4869,5313,"Collins College",2160305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.447183099","0.047535211","0.399647887","0.552816901","0.776243094"
"9522",8231,3,NA,NA,NA,11911,"Empire Beauty School-Paradise Valley",2173204,NA,NA,NA,NA,NA,0.68,NA,0.75,NA,12328,NA,NA,NA,NA,NA,NA,NA,10835,10555,15493,15718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10723,NA,NA,NA,13024,NA,15718,NA,NA,NA,NA,"0.478347437","0.045793927","0.432553509","0.521652564","0.777697842"
"9046.5",7447,3,NA,NA,NA,6749,"Empire Beauty School-Tucson",966403,NA,NA,NA,NA,NA,0.7273,NA,0.5833,NA,13660,NA,NA,NA,NA,NA,NA,NA,13018,13876,16592,17171,17171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13145,NA,NA,NA,14932,NA,17171,NA,NA,NA,NA,"0.556912826","0.048306496","0.50860633","0.443087174","0.759460635"
"PrivacySuppressed",62758,2,NA,NA,10953,53366,"Thunderbird School of Global Management",107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"PrivacySuppressed",5550,2,12000,12000,1954,6669,"American Indian College of the Assemblies of God Inc",2199900,8,9,NA,27,0.6667,NA,NA,NA,NA,12580,NA,NA,NA,NA,NA,NA,NA,13304,11375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12580,NA,NA,NA,11375,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.75"
"6215",6018,3,NA,NA,NA,3061,"American Institute of Technology",2317800,NA,NA,NA,NA,NA,NA,NA,NA,NA,19019,NA,NA,NA,NA,NA,NA,NA,18828,19413,NA,20624,21896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18901,NA,NA,NA,19413,NA,20735,NA,NA,NA,NA,"0.562015504","0.065891473","0.496124031","0.437984496","PrivacySuppressed"
"9500",11721,3,NA,NA,3613,2326,"Carrington College-Phoenix",2100600,4,4,1,NA,NA,NA,NA,NA,NA,20501,NA,NA,NA,NA,NA,NA,NA,20207,20985,22455,24117,24417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20286,NA,NA,NA,21386,NA,24167,NA,NA,NA,NA,"0.556481255","0.103896104","0.452585151","0.443518745","PrivacySuppressed"
"9500",13311,3,NA,NA,4133,4729,"Carrington College-Mesa",2100611,NA,NA,1,NA,NA,0.7179,NA,NA,NA,22169,NA,NA,NA,NA,NA,NA,NA,22247,19972,24130,26242,26492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21915,NA,NA,NA,20751,NA,26367,NA,NA,NA,NA,"0.556481255","0.103896104","0.452585151","0.443518745","PrivacySuppressed"
"9500",11942,3,NA,NA,3036,2549,"Carrington College-Tucson",2100607,NA,NA,1,NA,NA,0.7273,NA,NA,NA,21229,NA,NA,NA,NA,NA,NA,NA,20944,21767,22586,24072,24529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21070,NA,NA,NA,21949,NA,24224,NA,NA,NA,NA,"0.556481255","0.103896104","0.452585151","0.443518745","PrivacySuppressed"
"25667.5",14468,2,17211,17211,3960,3013,"College America-Flagstaff",3120300,1,4,NA,NA,0.6522,NA,NA,NA,NA,20877,NA,NA,NA,NA,NA,NA,NA,20753,22679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20877,NA,NA,NA,22679,NA,NA,NA,NA,NA,NA,"0.541003672","0.102815178","0.438188495","0.458996328","0.823376623"
"5975",7119,3,NA,NA,NA,3599,"Arizona Academy of Beauty-East",886400,NA,NA,NA,NA,NA,1,NA,NA,NA,12938,NA,NA,NA,NA,NA,NA,NA,12634,13850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12938,NA,NA,NA,13850,NA,NA,NA,NA,NA,NA,"0.547619048","0.119047619","0.428571429","0.452380952","PrivacySuppressed"
"13000",11919,3,NA,NA,NA,5391,"Arizona Automotive Institute",1084700,2,4,NA,NA,NA,0.5846,NA,NA,NA,28404,NA,NA,NA,NA,NA,NA,NA,28138,29029,29252,31177,32627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28262,NA,NA,NA,29105,NA,31660,NA,NA,NA,NA,"0.542325581","0.100465116","0.441860465","0.457674419","0.791526564"
"9500",25798,3,NA,NA,4757,8116,"Brookline College-Phoenix",2218800,9,9,NA,NA,0.4471,NA,NA,NA,NA,25566,NA,NA,NA,NA,NA,NA,NA,25296,25857,25701,29302,29302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25343,NA,NA,NA,25821,NA,29302,NA,NA,NA,NA,"0.566538462","0.102692308","0.463846154","0.433461539","PrivacySuppressed"
"20375",11705,1,9861,23654,10405,9080,"Arizona State University-Tempe",108100,15,11,0.8023,NA,0.844,NA,0.4038,NA,11480,NA,NA,NA,8246,9083,13292,14918,15904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,NA,NA,NA,11043,NA,15437,NA,NA,NA,NA,NA,"0.385883455","0.044769126","0.34111433","0.614116545","PrivacySuppressed"
"6000",746,1,2420,7895,9023,5028,"Arizona Western College",107100,3,1,NA,NA,NA,0.6249,NA,0.4085,9095,NA,NA,NA,9017,9417,10087,11670,8637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9039,NA,NA,NA,9653,NA,11237,NA,NA,NA,NA,NA,"0.631226333","0.175356831","0.455869502","0.368773667","PrivacySuppressed"
"19000",12051,1,10391,27383,10320,11382,"University of Arizona",108300,15,11,0.7692,NA,0.8148,NA,0.5874,NA,13617,NA,NA,NA,10542,11413,15096,18507,19480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10833,NA,NA,NA,13054,NA,19009,NA,NA,NA,NA,NA,"0.328568532","0.040247364","0.288321168","0.671431468","PrivacySuppressed"
"PrivacySuppressed",15423,3,34541,34541,3141,3390,"Southwest University of Visual Arts-Tucson",2491500,NA,NA,NA,NA,0.8462,NA,0.6364,NA,NA,46298,NA,NA,NA,NA,NA,NA,NA,46342,45889,45393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46327,NA,NA,NA,45641,NA,NA,NA,NA,NA,NA,"0.335877863","0.022900763","0.312977099","0.664122137","0.661971831"
"11789",9287,3,NA,NA,NA,5643,"Brillare Hairdressing Academy",2561900,NA,NA,NA,NA,NA,0.6809,NA,0.6154,NA,13635,NA,NA,NA,NA,NA,NA,NA,12468,12369,14446,15775,15900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12436,NA,NA,NA,13200,NA,15842,NA,NA,NA,NA,"0.448275862","0.047413793","0.400862069","0.551724138","0.607272727"
"10500",1226,1,2310,10260,6164,5725,"Central Arizona College",728300,3,1,NA,NA,NA,0.4932,NA,0.2576,4310,NA,NA,NA,3547,3693,4588,5220,5661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3587,NA,NA,NA,4194,NA,5414,NA,NA,NA,NA,NA,"0.517271157","0.074553828","0.442717329","0.482728843","PrivacySuppressed"
"21599",10282,3,13194,13194,4926,2554,"Brown Mackie College-Tucson",4051325,6,9,NA,NA,0,NA,NA,NA,NA,19957,NA,NA,NA,NA,NA,NA,NA,19388,20452,23787,24344,24344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19565,NA,NA,NA,21424,NA,24344,NA,NA,NA,NA,"0.519426977","0.052013493","0.467413484","0.480573023","PrivacySuppressed"
"7389",8134,3,NA,NA,NA,1485,"Charles of Italy Beauty College",2280500,NA,NA,NA,NA,NA,0.9342,NA,NA,NA,10819,NA,NA,NA,NA,NA,NA,NA,9846,11734,12384,13838,13838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10160,NA,NA,NA,12045,NA,13838,NA,NA,NA,NA,"0.463636364","0.036363636","0.427272727","0.536363636","0.752066116"
"8468",524,1,1752,6000,6249,2803,"Cochise College",107200,3,1,NA,NA,NA,0.5598,NA,0.3725,5017,NA,NA,NA,4515,6160,6822,8342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4824,NA,NA,NA,6387,NA,8342,NA,NA,NA,NA,NA,"0.515768725","0.092641262","0.423127464","0.484231275","0.695128626"
"8167",8704,3,NA,NA,NA,6952,"Empire Beauty School-Flagstaff",1054207,NA,NA,NA,NA,NA,0.7308,NA,NA,NA,12798,NA,NA,NA,NA,NA,NA,NA,11825,15011,15984,17217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12223,NA,NA,NA,15428,NA,17217,NA,NA,NA,NA,"0.510534846","0.045921124","0.464613722","0.489465154","0.744717551"
"8167",8290,3,NA,NA,NA,7486,"Empire Beauty School-Chandler",1054208,NA,NA,NA,NA,NA,0.6429,NA,0.6667,NA,12513,NA,NA,NA,NA,NA,NA,NA,11812,12454,16135,16135,16135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11996,NA,NA,NA,13190,NA,16135,NA,NA,NA,NA,"0.510534846","0.045921124","0.464613722","0.489465154","0.744717551"
"7875",5761,3,NA,NA,NA,3937,"Cortiva Institute-Tucson",2582700,NA,NA,NA,NA,NA,0.8421,NA,0.8261,NA,19534,NA,NA,NA,NA,NA,NA,NA,16994,19575,20816,21809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18849,NA,NA,NA,19951,NA,21809,NA,NA,NA,NA,"0.452879581","0.054973822","0.397905759","0.547120419","0.692783505"
"12907",5660,3,NA,NA,NA,4143,"Avalon School of Cosmetology-Mesa",1085800,NA,NA,NA,NA,NA,0.855,NA,0.6667,NA,11591,NA,NA,NA,NA,NA,NA,NA,10608,12334,13759,14520,14520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11003,NA,NA,NA,12868,NA,14520,NA,NA,NA,NA,"0.464725644","0.049272117","0.415453527","0.535274356","0.621072089"
"PrivacySuppressed",906,1,1760,8360,8016,5140,"Eastern Arizona College",107300,3,1,NA,NA,NA,0.5412,NA,0.4631,534,NA,NA,NA,-1071,989,4202,915,2626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-526,NA,NA,NA,2274,NA,1770,NA,NA,NA,NA,NA,"0.43422184","0.033533964","0.400687876","0.56577816","0.732181426"
"26000",35302,2,31034,31034,8387,18433,"Embry-Riddle Aeronautical University-Prescott",147902,10,10,0.7898,NA,0.828,NA,0,NA,NA,35470,NA,NA,NA,NA,NA,NA,NA,34694,37078,35930,35794,34893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35611,NA,NA,NA,36358,NA,35243,NA,NA,NA,NA,"0.380726372","0.024762691","0.355963681","0.619273628","PrivacySuppressed"
"PrivacySuppressed",19359,2,NA,NA,4214,10874,"Frank Lloyd Wright School of Architecture",2533200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PrivacySuppressed",1473,1,1974,7758,6221,4521,"Glendale Community College",107600,5,1,NA,NA,NA,0.5945,NA,0.3965,7763,NA,NA,NA,7012,7705,9870,11390,11919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7181,NA,NA,NA,8548,NA,11569,NA,NA,NA,NA,NA,"0.561123412","0.113390048","0.447733364","0.438876588","PrivacySuppressed"
"18750",10748,3,17000,17000,5473,2806,"Grand Canyon University",107400,15,5,0.548,NA,0.5878,NA,0.2695,NA,NA,28309,NA,NA,NA,NA,NA,NA,NA,25838,27287,29978,31561,31580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26303,NA,NA,NA,28500,NA,31570,NA,NA,NA,NA,"0.500360391","0.058898232","0.441462159","0.499639609","0.598444939"
"14024",8537,3,13775,13775,3848,993,"Anthem College-Phoenix",2263100,6,9,NA,NA,0.875,NA,NA,NA,NA,28541,NA,NA,NA,NA,NA,NA,NA,28430,28647,29277,32323,32523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28444,NA,NA,NA,28896,NA,32380,NA,NA,NA,NA,"0.537459283","0.066449511","0.471009772","0.462540717","0.797422179"
"11833",10192,3,NA,NA,NA,4397,"International Academy of Hair Design",1218400,NA,NA,NA,NA,NA,0.6349,NA,NA,NA,15463,NA,NA,NA,NA,NA,NA,NA,15423,19268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15463,NA,NA,NA,19268,NA,NA,NA,NA,NA,NA,"0.528455285","0.048780488","0.479674797","0.471544715","0.764872521"
"12594",10755,3,NA,NA,3568,4722,"Kaplan College-Phoenix",2071200,2,4,NA,NA,NA,0.7778,NA,NA,NA,17360,NA,NA,NA,NA,NA,NA,NA,16911,18054,21427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17089,NA,NA,NA,19066,NA,NA,NA,NA,NA,NA,"0.50617284","0.12345679","0.382716049","0.493827161","0.752475248"
"6946",2122,1,1974,7758,8648,5675,"GateWay Community College",830300,3,1,NA,NA,NA,0.5534,NA,0.402,8106,NA,NA,NA,7530,8288,9579,12434,12423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7681,NA,NA,NA,8682,NA,12432,NA,NA,NA,NA,NA,"0.553787397","0.119032463","0.434754933","0.446212603","PrivacySuppressed"
"PrivacySuppressed",1815,1,1974,7758,6779,4626,"Mesa Community College",107700,5,1,NA,NA,NA,0.5631,NA,0.3464,8868,NA,NA,NA,8077,8779,10391,12260,12236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8258,NA,NA,NA,9415,NA,12251,NA,NA,NA,NA,NA,"0.471625844","0.061485737","0.410140107","0.528374156","PrivacySuppressed"
"25833.5",21110,3,18048,18048,5163,3261,"ITT Technical Institute-Tucson",732990,NA,NA,0.9703,NA,NA,NA,NA,NA,NA,22313,NA,NA,NA,NA,NA,NA,NA,21236,24654,25294,26194,26194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21456,NA,NA,NA,25111,NA,26194,NA,NA,NA,NA,"0.506675155","0.051659895","0.45501526","0.493324845","PrivacySuppressed"
"25833.5",21842,3,18048,18048,5549,3235,"ITT Technical Institute-Tempe",732911,NA,NA,0.9796,NA,0,NA,0,NA,NA,22617,NA,NA,NA,NA,NA,NA,NA,21928,22530,24514,26194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22097,NA,NA,NA,23239,NA,26194,NA,NA,NA,NA,"0.506675155","0.051659895","0.45501526","0.493324845","PrivacySuppressed"
"13250",1477,1,2040,7656,6105,3518,"Mohave Community College",1186400,3,1,NA,NA,NA,0.5286,NA,0.4423,11346,NA,NA,NA,11125,11786,11808,15218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11214,NA,NA,NA,11797,NA,15218,NA,NA,NA,NA,NA,"0.551623849","0.066408144","0.485215705","0.448376151","0.762515018"
"18481",11054,3,NA,NA,NA,3371,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",2100500,NA,NA,NA,NA,NA,0.7932,NA,NA,NA,19523,NA,NA,NA,NA,NA,NA,NA,18648,20109,21506,22911,23382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18964,NA,NA,NA,20623,NA,23107,NA,NA,NA,NA,"0.512827742","0.055117","0.457710742","0.487172258","PrivacySuppressed"
NA,343,1,805,805,5200,7478,"Dine College",824600,2,2,NA,NA,0.8,NA,NA,NA,8382,NA,NA,NA,8172,8336,10380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8213,NA,NA,NA,8854,NA,NA,NA,NA,NA,NA,NA,"0.496909765","0.032138443","0.464771323","0.503090235","PrivacySuppressed"
"21450",6697,1,9738,22093,7863,6893,"Northern Arizona University",108200,16,11,0.9137,NA,0.7178,NA,0.4381,NA,15011,NA,NA,NA,11962,12893,15636,18280,19619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12328,NA,NA,NA,14157,NA,18957,NA,NA,NA,NA,NA,"0.385664834","0.037772348","0.347892486","0.614335166","0.406508549"
NA,1256,1,1606,7390,5997,5745,"Northland Pioneer College",1186200,3,1,NA,NA,NA,0.2644,NA,0.28,9172,NA,NA,NA,9203,9360,8335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9222,NA,NA,NA,9018,NA,NA,NA,NA,NA,NA,NA,"0.487836108","0.04993598","0.437900128","0.512163892","0.73976915"
"25000",7555,2,NA,NA,5768,1951,"Ottawa University-Phoenix",193701,6,5,NA,52,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.452046036","0.04028133","0.411764706","0.547953964","PrivacySuppressed"
"11373",1376,1,1974,7758,8904,4864,"Phoenix College",107800,4,1,NA,NA,NA,0.6033,NA,0.3367,8091,NA,NA,NA,7595,8483,10391,12205,12521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7795,NA,NA,NA,8972,NA,12273,NA,NA,NA,NA,NA,"0.599435122","0.146369829","0.453065293","0.400564878","PrivacySuppressed"
"7917",8057,3,NA,NA,NA,7446,"Cortiva Institute-Scottsdale",2623800,NA,NA,NA,NA,NA,NA,NA,NA,NA,15318,NA,NA,NA,NA,NA,NA,NA,13804,16068,17341,17754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14724,NA,NA,NA,16514,NA,17754,NA,NA,NA,NA,"0.405797101","0.043478261","0.362318841","0.594202899","0.716049383"
"35500",9946,3,11320,11320,2795,1898,"University of Phoenix-Phoenix Campus",2098800,12,9,NA,NA,0.4605,NA,NA,NA,NA,18899,NA,NA,NA,NA,NA,NA,NA,18900,18222,20628,23565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18785,NA,NA,NA,18566,NA,23565,NA,NA,NA,NA,"0.536872484","0.056163135","0.480709349","0.463127516","0.742224923"
"9500",1598,1,1724,8048,7131,3615,"Pima Community College",726600,5,1,NA,NA,NA,0.6071,NA,0.3685,2759,NA,NA,NA,2001,2926,4988,6748,7367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2219,NA,NA,NA,3672,NA,6907,NA,NA,NA,NA,NA,"0.497490876","0.078125","0.419365876","0.502509124","PrivacySuppressed"
"9498",6092,3,NA,NA,5056,2523,"Pima Medical Institute-Tucson",2217100,2,4,NA,NA,0.8056,NA,NA,NA,NA,16972,NA,NA,NA,NA,NA,NA,NA,16780,17643,17662,18612,20448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16895,NA,NA,NA,17649,NA,18765,NA,NA,NA,NA,"0.509447352","0.078417458","0.431029894","0.490552648","PrivacySuppressed"
"9498",5951,3,NA,NA,2524,2789,"Pima Medical Institute-Albuquerque",2217103,2,4,NA,NA,NA,0.7288,NA,NA,NA,15231,NA,NA,NA,NA,NA,NA,NA,15092,15609,18038,21205,21205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15144,NA,NA,NA,15926,NA,21205,NA,NA,NA,NA,"0.509447352","0.078417458","0.431029894","0.490552648","PrivacySuppressed"
"25000",14975,2,29732,29732,4248,6669,"Prescott College",2065300,6,11,0.7293,NA,0.7344,NA,NA,NA,NA,23432,NA,NA,NA,NA,NA,NA,NA,18274,21803,23456,27860,31945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19303,NA,NA,NA,22878,NA,30486,NA,NA,NA,NA,"0.27309237","0.020080321","0.253012048","0.726907631","0.567765568"
